1.000000000000000000e+01,1.433447220490372729e+02,6.760203487888383211e-01,1.980208673843186773e+01,8.061409919412496947e+02,5.154253993587228244e+00
1.100000000000000000e+01,1.313025327318699169e+02,6.760203487888380991e-01,2.192586729986409466e+01,8.176138221034717617e+02,6.402886932931726172e+00
1.200000000000000000e+01,1.211268368313680526e+02,6.760203487888378771e-01,2.404964786129630738e+01,8.273084073465756774e+02,7.789073376284290084e+00
1.300000000000000000e+01,1.124148967053118326e+02,6.760203487888383211e-01,2.617342842272853431e+01,8.356084437284317801e+02,9.312896190818806375e+00
1.400000000000000000e+01,1.048720664944680152e+02,6.760203487888379881e-01,2.829720898416076125e+01,8.427946461433131162e+02,1.097441600277701035e+01
1.500000000000000000e+01,9.827780856908248097e+01,6.760203487888382101e-01,3.042098954559298818e+01,8.490771251204524788e+02,1.277367818991404214e+01
1.600000000000000000e+01,9.246377261320803598e+01,6.760203487888379881e-01,3.254477010702521511e+01,8.546162713107311220e+02,1.471071739193933681e+01
1.700000000000000000e+01,8.729922104778638925e+01,6.760203487888382101e-01,3.466855066845744204e+01,8.595366409722217895e+02,1.678556050937709898e+01
1.800000000000000000e+01,8.268108043628213011e+01,6.760203487888384322e-01,3.679233122988971161e+01,8.639364341913442331e+02,1.899822875058609384e+01
1.900000000000000000e+01,7.852699193251086740e+01,6.760203487888383211e-01,3.891611179132193854e+01,8.678941158576393491e+02,2.134873906169723767e+01
2.000000000000000000e+01,7.477035647703335997e+01,6.760203487888384322e-01,4.103989235275416547e+01,8.714731362024390364e+02,2.383710514611259512e+01
2.100000000000000000e+01,7.135673725439177417e+01,6.760203487888383211e-01,4.316367291418639240e+01,8.747253582484778462e+02,2.646333820473467568e+01
2.200000000000000000e+01,6.824120459214587697e+01,6.760203487888383211e-01,4.528745347561861223e+01,8.776935873767016574e+02,2.922744748227908573e+01
2.300000000000000000e+01,6.538634731364714980e+01,6.760203487888384322e-01,4.741123403705083916e+01,8.804134659495210826e+02,3.212944067645809554e+01
2.400000000000000000e+01,6.276076321473538400e+01,6.760203487888385432e-01,4.953501459848306610e+01,8.829149114632950841e+02,3.516932424857959205e+01
2.500000000000000000e+01,6.033789918911902816e+01,6.760203487888384322e-01,5.165879515991525039e+01,8.852232215836497744e+02,3.834710366220257072e+01
2.600000000000000000e+01,5.809515002777619230e+01,6.760203487888384322e-01,5.378257572134751996e+01,8.873599327369844332e+02,4.166278356856799547e+01
2.700000000000000000e+01,5.601315100032574179e+01,6.760203487888382101e-01,5.590635628277970426e+01,8.893434940820791326e+02,4.511636795215677154e+01
2.800000000000000000e+01,5.407521728731303767e+01,6.760203487888384322e-01,5.803013684421197382e+01,8.911898015739692482e+02,4.870786024603231823e+01
2.900000000000000000e+01,5.226689588767147399e+01,6.760203487888378771e-01,6.015391740564406575e+01,8.929126248704939144e+02,5.243726342403952856e+01
3.000000000000000000e+01,5.057560452446762156e+01,6.760203487888382101e-01,6.227769796707642769e+01,8.945239513538959955e+02,5.630458007510419804e+01
3.100000000000000000e+01,4.899033846051813157e+01,6.760203487888384322e-01,6.440147852850860488e+01,8.960342654533174027e+02,6.030981246355732850e+01
3.200000000000000000e+01,4.750143077652513313e+01,6.760203487888382101e-01,6.652525908994087445e+01,8.974527770325480560e+02,6.445296257846149501e+01
3.300000000000000000e+01,4.610035507342607985e+01,6.760203487888383211e-01,6.864903965137305875e+01,8.987876093593530413e+02,6.873403217420575118e+01
3.400000000000000000e+01,4.477956209066704929e+01,6.760203487888382101e-01,7.077282021280532831e+01,9.000459547624647030e+02,7.315302280412387859e+01
3.500000000000000000e+01,4.353234362791915402e+01,6.760203487888379881e-01,7.289660077423751261e+01,9.012342042760218419e+02,7.770993584849288993e+01
3.600000000000000000e+01,4.235271859122085658e+01,6.760203487888383211e-01,7.502038133566969691e+01,9.023580562056575900e+02,8.240477253798096058e+01
3.700000000000000000e+01,4.123533707762231160e+01,6.760203487888377660e-01,7.714416189710205174e+01,9.034226075089383130e+02,8.723753397338266780e+01
3.800000000000000000e+01,4.017539925262447298e+01,6.760203487888384322e-01,7.926794245853423604e+01,9.044324310824118811e+02,9.220822114231010858e+01
3.900000000000000000e+01,3.916858642541647839e+01,6.760203487888382101e-01,8.139172301996642034e+01,9.053916414275964826e+02,9.731683493337595792e+01
4.000000000000000000e+01,3.821100223444908295e+01,6.760203487888383211e-01,8.351550358139859043e+01,9.063039506846290578e+02,1.025633761482943811e+02
4.100000000000000000e+01,3.729912225440961038e+01,6.760203487888383211e-01,8.563928414283095947e+01,9.071727166426950362e+02,1.079478455122502680e+02
4.200000000000000000e+01,3.642975065059038542e+01,6.760203487888383211e-01,8.776306470426314377e+01,9.080009840362538398e+02,1.134702436828171841e+02
4.300000000000000000e+01,3.559998275701104831e+01,6.760203487888378771e-01,8.988684526569531386e+01,9.087915201976079516e+02,1.191305712576584739e+02
4.400000000000000000e+01,3.480717265484272360e+01,6.760203487888380991e-01,9.201062582712749816e+01,9.095468459455680659e+02,1.249288287811976375e+02
4.500000000000000000e+01,3.404890498861946924e+01,6.760203487888385432e-01,9.413440638855986720e+01,9.102692624367037979e+02,1.308650167504177091e+02
4.600000000000000000e+01,3.332297038777930709e+01,6.760203487888379881e-01,9.625818694999203728e+01,9.109608745817181443e+02,1.369391356199176073e+02
4.700000000000000000e+01,3.262734396669888781e+01,6.760203487888384322e-01,9.838196751142422158e+01,9.116236115288965038e+02,1.431511858063373381e+02
4.800000000000000000e+01,3.196016646256963156e+01,6.760203487888378771e-01,1.005057480728564059e+02,9.122592446344159498e+02,1.495011676922383685e+02
