1.000000000000000000e+01,1.433447220490372729e+02,6.760203487888383211e-01,2.239273960784313658e+03
1.100000000000000000e+01,1.313025327318699169e+02,6.760203487888380991e-01,2.035703600713012065e+03
1.200000000000000000e+01,1.211268368313680526e+02,6.760203487888378771e-01,1.866061633986927745e+03
1.300000000000000000e+01,1.124148967053118326e+02,6.760203487888383211e-01,1.722518431372548775e+03
1.400000000000000000e+01,1.048720664944680152e+02,6.760203487888379881e-01,1.599481400560223847e+03
1.500000000000000000e+01,9.827780856908248097e+01,6.760203487888382101e-01,1.492849307189542287e+03
1.600000000000000000e+01,9.246377261320803598e+01,6.760203487888379881e-01,1.399546225490195866e+03
1.700000000000000000e+01,8.729922104778638925e+01,6.760203487888382101e-01,1.317219976931949077e+03
1.800000000000000000e+01,8.268108043628213011e+01,6.760203487888384322e-01,1.244041089324618724e+03
1.900000000000000000e+01,7.852699193251086740e+01,6.760203487888383211e-01,1.178565242518059677e+03
2.000000000000000000e+01,7.477035647703335997e+01,6.760203487888384322e-01,1.119636980392156829e+03
2.100000000000000000e+01,7.135673725439177417e+01,6.760203487888383211e-01,1.066320933706815822e+03
2.200000000000000000e+01,6.824120459214587697e+01,6.760203487888383211e-01,1.017851800356506033e+03
2.300000000000000000e+01,6.538634731364714980e+01,6.760203487888384322e-01,9.735973742540493276e+02
2.400000000000000000e+01,6.276076321473538400e+01,6.760203487888385432e-01,9.330308169934638727e+02
2.500000000000000000e+01,6.033789918911902816e+01,6.760203487888384322e-01,8.957095843137253723e+02
2.600000000000000000e+01,5.809515002777619230e+01,6.760203487888384322e-01,8.612592156862743877e+02
2.700000000000000000e+01,5.601315100032574179e+01,6.760203487888382101e-01,8.293607262164124450e+02
2.800000000000000000e+01,5.407521728731303767e+01,6.760203487888384322e-01,7.997407002801119233e+02
2.900000000000000000e+01,5.226689588767147399e+01,6.760203487888378771e-01,7.721634347532116180e+02
3.000000000000000000e+01,5.057560452446762156e+01,6.760203487888382101e-01,7.464246535947711436e+02
3.100000000000000000e+01,4.899033846051813157e+01,6.760203487888384322e-01,7.223464389626817592e+02
3.200000000000000000e+01,4.750143077652513313e+01,6.760203487888382101e-01,6.997731127450979329e+02
3.300000000000000000e+01,4.610035507342607985e+01,6.760203487888383211e-01,6.785678669043373930e+02
3.400000000000000000e+01,4.477956209066704929e+01,6.760203487888382101e-01,6.586099884659745385e+02
3.500000000000000000e+01,4.353234362791915402e+01,6.760203487888379881e-01,6.397925602240894705e+02
3.600000000000000000e+01,4.235271859122085658e+01,6.760203487888383211e-01,6.220205446623093621e+02
3.700000000000000000e+01,4.123533707762231160e+01,6.760203487888377660e-01,6.052091785903550090e+02
3.800000000000000000e+01,4.017539925262447298e+01,6.760203487888384322e-01,5.892826212590298383e+02
3.900000000000000000e+01,3.916858642541647839e+01,6.760203487888382101e-01,5.741728104575162206e+02
4.000000000000000000e+01,3.821100223444908295e+01,6.760203487888383211e-01,5.598184901960784146e+02
4.100000000000000000e+01,3.729912225440961038e+01,6.760203487888383211e-01,5.461643806791008728e+02
4.200000000000000000e+01,3.642975065059038542e+01,6.760203487888383211e-01,5.331604668534079110e+02
4.300000000000000000e+01,3.559998275701104831e+01,6.760203487888378771e-01,5.207613862289100553e+02
4.400000000000000000e+01,3.480717265484272360e+01,6.760203487888380991e-01,5.089259001782530163e+02
4.500000000000000000e+01,3.404890498861946924e+01,6.760203487888385432e-01,4.976164357298474670e+02
4.600000000000000000e+01,3.332297038777930709e+01,6.760203487888379881e-01,4.867986871270246638e+02
4.700000000000000000e+01,3.262734396669888781e+01,6.760203487888384322e-01,4.764412682519816258e+02
4.800000000000000000e+01,3.196016646256963156e+01,6.760203487888378771e-01,4.665154084967319363e+02
4.900000000000000000e+01,3.131972764110360430e+01,6.760203487888380991e-01,4.569946858743496705e+02
5.000000000000000000e+01,3.070445165820865085e+01,6.760203487888379881e-01,4.478547921568626862e+02
