2.000000000000000000e+01,1.380539519999999953e+01,7.001799999999999358e+00
2.100000000000000000e+01,1.445644799999999996e+01,7.331999999999998963e+00
2.200000000000000000e+01,1.510750080000000395e+01,7.662200000000002120e+00
2.300000000000000000e+01,1.575855360000000083e+01,7.992399999999999949e+00
2.400000000000000000e+01,1.640960640000000126e+01,8.322599999999999554e+00
2.500000000000000000e+01,1.706065919999999991e+01,8.652799999999999159e+00
2.600000000000000000e+01,1.771171199999999857e+01,8.982999999999998764e+00
2.700000000000000000e+01,1.836276480000000078e+01,9.313200000000000145e+00
2.800000000000000000e+01,1.901381760000000298e+01,9.643399999999999750e+00
2.900000000000000000e+01,1.966487040000000164e+01,9.973599999999999355e+00
3.000000000000000000e+01,2.031592320000000029e+01,1.030379999999999896e+01
3.100000000000000000e+01,2.096697599999999895e+01,1.063399999999999856e+01
3.200000000000000000e+01,2.161802879999999760e+01,1.096419999999999817e+01
3.300000000000000000e+01,2.226908159999999626e+01,1.129439999999999777e+01
3.400000000000000000e+01,2.292013439999999491e+01,1.162459999999999738e+01
3.500000000000000000e+01,2.357118719999999357e+01,1.195479999999999698e+01
3.600000000000000000e+01,2.422223999999999577e+01,1.228499999999999837e+01
3.700000000000000000e+01,2.487329279999999798e+01,1.261519999999999797e+01
3.800000000000000000e+01,2.552434559999999664e+01,1.294539999999999758e+01
3.900000000000000000e+01,2.617539839999999884e+01,1.327559999999999896e+01
4.000000000000000000e+01,2.682645120000000105e+01,1.360580000000000034e+01
4.100000000000000000e+01,2.747750399999999615e+01,1.393599999999999817e+01
4.200000000000000000e+01,2.812855679999999836e+01,1.426619999999999955e+01
4.300000000000000000e+01,2.877960959999999702e+01,1.459639999999999738e+01
4.400000000000000000e+01,2.943066239999999922e+01,1.492659999999999876e+01
4.500000000000000000e+01,3.008171520000000143e+01,1.525680000000000014e+01
4.600000000000000000e+01,3.073276799999999653e+01,1.558699999999999797e+01
4.700000000000000000e+01,3.138382079999999874e+01,1.591719999999999935e+01
4.800000000000000000e+01,3.203487359999999740e+01,1.624739999999999895e+01
4.900000000000000000e+01,3.268592639999999960e+01,1.657759999999999678e+01
5.000000000000000000e+01,3.333697920000000181e+01,1.690779999999999816e+01
