0.000000000000000000e+00,1.739312893262032048e+03
6.083858267716535373e-02,1.685520165576677527e+03
1.216771653543307075e-01,1.633391116441076974e+03
1.825157480314960889e-01,1.582874292314278136e+03
2.433543307086614149e-01,1.533919830988507329e+03
3.041929133858267686e-01,1.486479412373097830e+03
3.650314960629921779e-01,1.440506210800547024e+03
4.258700787401575316e-01,1.395954848807635244e+03
4.867086614173228298e-01,1.352781352345980167e+03
5.475472440944881836e-01,1.310943107377821889e+03
6.083858267716535373e-01,1.270398817814193990e+03
6.692244094488188910e-01,1.231108464753963744e+03
7.300629921259843558e-01,1.193033266983514068e+03
7.909015748031495985e-01,1.156135642698068978e+03
8.517401574803150632e-01,1.120379172406889438e+03
9.125787401574803059e-01,1.085728562985720146e+03
9.734173228346456597e-01,1.052149612841007183e+03
1.034255905511811013e+00,1.019609178151501851e+03
1.095094488188976367e+00,9.880751401539299650e+02
1.155933070866141721e+00,9.575163734404345632e+02
1.216771653543307075e+00,9.279027152365052871e+02
1.277610236220472428e+00,8.992049356290618789e+02
1.338448818897637782e+00,8.713947087153161419e+02
1.399287401574803358e+00,8.444445846439250545e+02
1.460125984251968712e+00,8.183279625208465404e+02
1.520964566929133843e+00,7.930190641531489746e+02
1.581803149606299197e+00,7.684929086048623503e+02
1.642641732283464551e+00,7.447252875397549587e+02
1.703480314960630126e+00,7.216927413266980693e+02
1.764318897637795480e+00,6.993725358840334820e+02
1.825157480314960612e+00,6.777426402400885763e+02
1.885996062992125966e+00,6.567817047876908418e+02
1.946834645669291319e+00,6.364690402112174752e+02
2.007673228346456895e+00,6.167845970653785344e+02
2.068511811023622027e+00,5.977089459855814084e+02
2.129350393700787158e+00,5.792232585103384963e+02
2.190188976377952734e+00,5.613092884967923055e+02
2.251027559055118310e+00,5.439493541110133492e+02
2.311866141732283442e+00,5.271263203752944264e+02
2.372704724409449017e+00,5.108235822552134664e+02
2.433543307086614149e+00,4.950250482697747429e+02
2.494381889763779725e+00,4.797151246084465583e+02
2.555220472440944857e+00,4.648786997394219043e+02
2.616059055118109988e+00,4.505011294939072286e+02
2.676897637795275564e+00,4.365682226117182836e+02
2.737736220472441140e+00,4.230662267339166078e+02
2.798574803149606716e+00,4.099818148286575479e+02
2.859413385826771847e+00,3.973020720368568846e+02
2.920251968503937423e+00,3.850144829246855238e+02
2.981090551181102555e+00,3.731069191303170669e+02
3.041929133858267686e+00,3.615676273927292073e+02
3.102767716535433262e+00,3.503852179507456981e+02
3.163606299212598394e+00,3.395486533008690913e+02
3.224444881889763970e+00,3.290472373028041488e+02
3.285283464566929101e+00,3.188706046219231780e+02
3.346122047244094233e+00,3.090087104982491724e+02
3.406960629921260253e+00,2.994518208318590382e+02
3.467799212598425385e+00,2.901905025749231299e+02
3.528637795275590960e+00,2.812156144208930755e+02
3.589476377952756092e+00,2.725182977816530183e+02
3.650314960629921224e+00,2.640899680437233883e+02
3.711153543307086800e+00,2.559223060948908426e+02
3.771992125984251931e+00,2.480072501128983617e+02
3.832830708661417507e+00,2.403369876080904533e+02
3.893669291338582639e+00,2.329039477121613686e+02
3.954507874015748214e+00,2.257007937053930391e+02
4.015346456692913790e+00,2.187204157750066997e+02
4.076185039370078478e+00,2.119559239974827562e+02
4.137023622047244054e+00,2.054006415379185739e+02
4.197862204724409629e+00,1.990480980597154712e+02
4.258700787401574317e+00,1.928920233380864033e+02
4.319539370078740781e+00,1.869263410710834989e+02
4.380377952755905469e+00,1.811451628820354927e+02
4.441216535433071044e+00,1.755427825074742145e+02
4.502055118110236620e+00,1.701136701648157441e+02
4.562893700787401308e+00,1.648524670942342709e+02
4.623732283464566883e+00,1.597539802693435718e+02
4.684570866141732459e+00,1.548131772714636156e+02
4.745409448818898035e+00,1.500251813224139710e+02
4.806248031496062723e+00,1.453852664709309011e+02
4.867086614173228298e+00,1.408888529279564636e+02
4.927925196850393874e+00,1.365315025461964069e+02
4.988763779527559450e+00,1.323089144394838854e+02
5.049602362204725026e+00,1.282169207376262818e+02
5.110440944881889713e+00,1.242514824725431026e+02
5.171279527559055289e+00,1.204086855916370240e+02
5.232118110236219977e+00,1.166847370944608144e+02
5.292956692913386441e+00,1.130759612888679868e+02
5.353795275590551128e+00,1.095787961629521590e+02
5.414633858267716704e+00,1.061897898691923530e+02
5.475472440944882280e+00,1.029055973173362446e+02
5.536311023622046967e+00,9.972297687265685795e+01
5.597149606299213431e+00,9.663878715632404237e+01
5.657988188976378119e+00,9.364998394473312260e+01
5.718826771653543695e+00,9.075361716472912121e+01
5.779665354330708382e+00,8.794682798176195604e+01
5.840503937007874846e+00,8.522684597809785600e+01
5.901342519685039534e+00,8.259098641830165377e+01
5.962181102362205110e+00,8.003664759929127115e+01
6.023019685039369797e+00,7.756130828234829266e+01
6.083858267716535373e+00,7.516252520455068975e+01
6.144696850393701837e+00,7.283793066717041143e+01
6.205535433070866524e+00,7.058523019865637593e+01
6.266374015748032100e+00,6.840220028989553214e+01
6.327212598425196788e+00,6.628668619951669427e+01
6.388051181102362364e+00,6.423659982707125948e+01
6.448889763779527939e+00,6.224991765199111171e+01
6.509728346456693515e+00,6.032467873628967681e+01
6.570566929133858203e+00,5.845898278903446510e+01
6.631405511811023779e+00,5.665098829068081443e+01
6.692244094488188466e+00,5.489891067541547187e+01
6.753082677165354930e+00,5.320102056971592219e+01
6.813921259842520506e+00,5.155564208538674364e+01
6.874759842519685193e+00,4.996115116538815215e+01
6.935598425196850769e+00,4.841597398082411274e+01
6.996437007874015457e+00,4.691858537750781721e+01
7.057275590551181921e+00,4.546750737057089964e+01
7.118114173228346608e+00,4.406130768563099309e+01
7.178952755905512184e+00,4.269859834507722951e+01
7.239791338582676872e+00,4.137803429807857469e+01
7.300629921259842448e+00,4.009831209296267929e+01
7.361468503937008911e+00,3.885816859065486284e+01
7.422307086614173599e+00,3.765637971790728500e+01
7.483145669291339175e+00,3.649175925908767937e+01
7.543984251968503862e+00,3.536315768533514614e+01
7.604822834645669438e+00,3.426946101992734839e+01
7.665661417322835014e+00,3.320958973873911191e+01
7.726500000000000590e+00,3.218249770470725224e+01
7.787338582677165277e+00,3.118717113524965612e+01
7.848177165354330853e+00,3.022262760161974526e+01
7.909015748031496429e+00,2.928791505920839455e+01
7.969854330708662005e+00,2.838211090783625679e+01
8.030692913385827580e+00,2.750432108110911855e+01
8.091531496062993156e+00,2.665367916393696746e+01
8.152370078740156956e+00,2.582934553734638072e+01
8.213208661417322531e+00,2.503050654974159528e+01
8.274047244094488107e+00,2.425637371379652407e+01
8.334885826771653683e+00,2.350618292818503363e+01
8.395724409448819259e+00,2.277919372338099535e+01
8.456562992125984835e+00,2.207468853078413673e+01
8.517401574803148634e+00,2.139197197444996235e+01
8.578240157480315986e+00,2.073037018472471971e+01
8.639078740157481562e+00,2.008923013310809580e+01
8.699917322834645361e+00,1.946791898768677953e+01
8.760755905511810937e+00,1.886582348850312130e+01
8.821594488188976513e+00,1.828234934224201425e+01
8.882433070866142089e+00,1.771692063563861197e+01
8.943271653543307664e+00,1.716897926702807808e+01
9.004110236220473240e+00,1.663798439547589680e+01
9.064948818897637040e+00,1.612341190694540671e+01
9.125787401574802615e+00,1.562475389697546113e+01
9.186625984251969967e+00,1.514151816935754269e+01
9.247464566929133767e+00,1.467322775031769311e+01
9.308303149606299343e+00,1.421942041772344822e+01
9.369141732283464918e+00,1.377964824485142792e+01
9.429980314960630494e+00,1.335347715826500270e+01
9.490818897637796070e+00,1.294048650936572287e+01
9.551657480314961646e+00,1.254026865919571421e+01
9.612496062992125445e+00,1.215242857608096649e+01
9.673334645669291021e+00,1.177658344571869975e+01
9.734173228346456597e+00,1.141236229332369057e+01
9.795011811023622172e+00,1.105940561746071360e+01
9.855850393700787748e+00,1.071736503520171624e+01
9.916688976377953324e+00,1.038590293825726185e+01
9.977527559055118900e+00,1.006469215974322040e+01
1.003836614173228270e+01,9.753415651253378726e+00
1.009920472440945005e+01,9.451766169919418203e+00
1.016004330708661385e+01,9.159445975149548502e+00
1.022088188976377943e+01,8.876166534745998149e+00
1.028172047244094678e+01,8.601648240111861909e+00
1.034255905511811058e+01,8.335620130265715133e+00
1.040339763779527615e+01,8.077819624391812781e+00
1.046423622047243995e+01,7.827992262661997103e+00
1.052507480314960731e+01,7.585891455073140222e+00
1.058591338582677288e+01,7.351278238052653791e+00
1.064675196850393668e+01,7.123921038591444876e+00
1.070759055118110226e+01,6.903595445671693476e+00
1.076842913385826783e+01,6.690083988763916523e+00
1.082926771653543341e+01,6.483175923174409050e+00
1.089010629921259898e+01,6.282667022031550808e+00
1.095094488188976456e+01,6.088359374705340166e+00
1.101178346456693014e+01,5.900061191461340115e+00
1.107262204724409393e+01,5.717586614156298097e+00
1.113346062992125951e+01,5.540755532788347537e+00
1.119429921259842686e+01,5.369393407721005040e+00
1.125513779527559066e+01,5.203331097405254901e+00
1.131597637795275624e+01,5.042404691429778651e+00
1.137681496062992004e+01,4.886455348734621396e+00
1.143765354330708739e+01,4.735329140828375749e+00
1.149849212598425297e+01,4.588876899854425595e+00
1.155933070866141676e+01,4.446954071356030269e+00
1.162016929133858412e+01,4.309420571595040883e+00
1.168100787401574969e+01,4.176140649283471618e+00
1.174184645669291349e+01,4.046982751591281513e+00
1.180268503937007907e+01,3.921819394298279526e+00
1.186352362204724464e+01,3.800527035961900335e+00
1.192436220472441022e+01,3.682985955976626702e+00
1.198520078740157579e+01,3.569080136404812365e+00
1.204603937007873959e+01,3.458697147462116650e+00
1.210687795275590695e+01,3.351728036544638467e+00
1.216771653543307075e+01,3.248067220688175549e+00
1.222855511811023632e+01,3.147612382353410787e+00
1.228939370078740367e+01,3.050264368434285167e+00
1.235023228346456747e+01,2.955927092389724287e+00
1.241107086614173305e+01,2.864507439402232514e+00
1.247190944881889685e+01,2.775915174469704816e+00
1.253274803149606420e+01,2.690062853339696414e+00
